行政组织编码,行政组织名称,所属公司,组织单位,组织长名称,组织流程层级分类,物理层级,组织授权级别,组织授权级别命中规则,模拟授权级别
55001897,公共产品部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_公共产品部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55001898,售后支持部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_售后支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55001899,运营支持组,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_运营支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55001900,投标设计部,万睿科技,万睿科技,万物云_万睿科技_市场营销中心_投标设计部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002507,方案集成部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_方案集成部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002529,商务管理部,万睿科技,万睿科技,万物云_万睿科技_集成交付中心_商务管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002530,售后支持部,万睿科技,万睿科技,万物云_万睿科技_集成交付中心_售后支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002540,IT产品部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_IT产品部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002576,SZ生产交付组,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZ生产交付组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002577,SZ商务管理组,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZ商务管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002578,SZ共享服务中心,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZ共享服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002579,SZ售后支持组,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZ售后支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002580,GZ生产交付组,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZ生产交付组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002581,GZ商务管理组,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZ商务管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002582,GZ共享服务中心,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZ共享服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002583,GZ售后支持组,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZ售后支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002584,HZ生产交付组,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZ生产交付组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002585,HZ商务管理组,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZ商务管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002586,HZ共享服务中心,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZ共享服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002587,HZ售后支持组,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZ售后支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002588,HD生产交付组,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HD生产交付组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002589,HD商务管理组,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HD商务管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002590,HD共享服务中心,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HD共享服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002591,HD售后支持组,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HD售后支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002592,BF生产交付组,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BF生产交付组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002593,BF商务管理组,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BF商务管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002594,BF共享服务中心,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BF共享服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002595,BF售后支持组,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BF售后支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002596,XB生产交付组,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XB生产交付组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002597,XB商务管理组,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XB商务管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002598,XB共享服务中心,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XB共享服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002599,XB售后支持组,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XB售后支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002600,SZPP01海南片区,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZPP01海南片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002601,SZPP02惠坪片区,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZPP02惠坪片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002602,SZPP03南光片区,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZPP03南光片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002603,SZPP04福龙片区,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZPP04福龙片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002604,GZPP01沙步片区,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZPP01沙步片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002605,GZPP02东莞片区,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZPP02东莞片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002606,GZPP03荔湾片区,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZPP03荔湾片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002607,GZPP04珠西片区,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZPP04珠西片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002608,GZPP05佛山片区,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZPP05佛山片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002609,HZPP07湘赣片区,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZPP07湘赣片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002610,HZPP02长沙西片区,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZPP02长沙西片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002611,HZPP03南昌片区,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZPP03南昌片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002612,HZPP08鄂豫片区,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZPP08鄂豫片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002613,HZPP05郑州片区,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZPP05郑州片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002614,HZPP06福建片区,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZPP06福建片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002615,HDPP01上海片区,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDPP01上海片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002616,HDPP02浙江片区,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDPP02浙江片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002617,HDPP03苏锡常片区,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDPP03苏锡常片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002618,HDPP04南扬镇片区,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDPP04南扬镇片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002619,HDPP05合徐片区,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDPP05合徐片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002620,BFPP01太原片区,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BFPP01太原片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002621,BFPP02天津片区,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BFPP02天津片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002622,BFPP03北京片区,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BFPP03北京片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002623,BFPP04东北片区,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BFPP04东北片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002624,BFPP05济南片区,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BFPP05济南片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002625,BFPP06山东片区,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BFPP06山东片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002626,XBPP01重庆片区,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XBPP01重庆片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002627,XBPP02昆明片区,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XBPP02昆明片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002628,XBPP03成都新区,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XBPP03成都新区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002629,XBPP04成都主区,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XBPP04成都主区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002630,XBPP05西安片区,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XBPP05西安片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002631,XBPP06新甘青宁片区,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XBPP06新甘青宁片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002632,SZ深圳大区施工组,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZ深圳大区施工组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002633,GZ广州大区施工组,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZ广州大区施工组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002634,HD华东大区施工组,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HD华东大区施工组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002635,XB西部大区施工组,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XB西部大区施工组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002636,HZ华中大区施工组,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZ华中大区施工组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002637,BF北方大区施工组,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BF北方大区施工组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002671,SZMP01VIVO总部大厦,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZMP01VIVO总部大厦,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002672,SZMP02万利商务中心,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZMP02万利商务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002673,SZMP03罗山科技园JL,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZMP03罗山科技园JL,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002674,SZMP04中兴总部大厦,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZMP04中兴总部大厦,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002675,HZMP01平江医院,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZMP01平江医院,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002676,HZMP02万豪酒店,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZMP02万豪酒店,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002677,HDMP01朱家角公寓,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDMP01朱家角公寓,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002678,BFMP01方大医院,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BFMP01方大医院,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55002679,XBMP01轨交三期,万睿科技,万睿科技,万物云_万睿科技_西部大区项目管理中心_XBMP01轨交三期,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004151,SZPP05宝龙片区,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZPP05宝龙片区,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004561,充电桩业务部,万睿科技,万睿科技,万物云_万睿科技_集成交付中心_充电桩业务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004562,战略客户部,万睿科技,万睿科技,万物云_万睿科技_市场营销中心_战略客户部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004721,HDMP02苏州恒太美景,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDMP02苏州恒太美景,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004811,能源产品部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_能源产品部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55004975,GZMP01华为团泊洼,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZMP01华为团泊洼,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55005090,组织与人才发展组,万睿科技,万睿科技,万物云_万睿科技_人力资源与行政服务部_组织与人才发展组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55005091,文化与行政服务组,万睿科技,万睿科技,万物云_万睿科技_人力资源与行政服务部_文化与行政服务组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55005092,薪酬绩效运营组,万睿科技,万睿科技,万物云_万睿科技_人力资源与行政服务部_薪酬绩效运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55005093,业务支持组,万睿科技,万睿科技,万物云_万睿科技_人力资源与行政服务部_业务支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55005255,HDMP03杭州VIVO研发中心,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDMP03杭州VIVO研发中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55006181,SZMP05华为坂田E1,万睿科技,万睿科技,万物云_万睿科技_深圳大区项目管理中心_SZMP05华为坂田E1,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55006182,HZMP03九州康养,万睿科技,万睿科技,万物云_万睿科技_华中大区项目管理中心_HZMP03九州康养,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55006868,解决方案部,万睿科技,万睿科技,万物云_万睿科技_市场营销中心_解决方案部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55007126,GZMP02中汇瑞德,万睿科技,万睿科技,万物云_万睿科技_广州大区项目管理中心_GZMP02中汇瑞德,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55007130,HDMP04上海京瓷,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDMP04上海京瓷,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55007131,HDMP05上海金桥,万睿科技,万睿科技,万物云_万睿科技_华东大区项目管理中心_HDMP05上海金桥,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55007187,BFMP02方大医院（二期）,万睿科技,万睿科技,万物云_万睿科技_北方大区项目管理中心_BFMP02方大医院（二期）,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
55007300,产品运营部,万睿科技,万睿科技,万物云_万睿科技_产品研发中心_产品运营部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50847637,管理层,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部_管理层,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50847638,策略与发展中心,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部_策略与发展中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50847639,组织人才中心,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部_组织人才中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50847640,业务运营部,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部_业务运营部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50847641,财务运营部,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部_财务运营部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50847642,法务合规部,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部_法务合规部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942371,产品服务中心,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部_产品服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50942372,经营管理中心,万物梁行本部,万物梁行,万物云_万物梁行_万物梁行本部_经营管理中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50922403,大鹏项目接轨项目组本部,大鹏项目接轨项目组,万物云城,万物云_万物云城_大鹏项目接轨项目组_大鹏项目接轨项目组本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946000,济南福仁置业本部,济南福仁置业有限公司,万物云城,万物云_万物云城_济南福仁置业有限公司_济南福仁置业本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946001,城市服务中心,济南福仁置业有限公司,万物云城,万物云_万物云城_济南福仁置业有限公司_城市服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946002,资产服务中心,济南福仁置业有限公司,万物云城,万物云_万物云城_济南福仁置业有限公司_资产服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946003,社群服务中心,济南福仁置业有限公司,万物云城,万物云_万物云城_济南福仁置业有限公司_社群服务中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946004,职能支持部,济南福仁置业有限公司,万物云城,万物云_万物云城_济南福仁置业有限公司_职能支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946005,业务支持部,济南福仁置业有限公司,万物云城,万物云_万物云城_济南福仁置业有限公司_业务支持部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946006,市场孵化组,济南福仁置业有限公司,万物云城,万物云_万物云城_济南福仁置业有限公司_市场孵化组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50950308,善城万物城资本部,汕尾市善城万物城资,万物云城,万物云_万物云城_汕尾市善城万物城资_善城万物城资本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50931401,南头分公司本部,深圳南头分公司,万物云城,万物云_万物云城_深圳南头分公司_南头分公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50920842,深圳坪山公司本部,深圳坪山公司,万物云城,万物云_万物云城_深圳坪山公司_深圳坪山公司本部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50928674,数字远程运营组,万物云城,万物云城,万物云_万物云城_业务管理部_数字远程运营组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50945946,企业管理部,万物云城,万物云城,万物云_万物云城_投资经营中心_企业管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50945947,法律事务部,万物云城,万物云城,万物云_万物云城_投资经营中心_法律事务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946578,云城研究院,万物云城,万物云城,万物云_万物云城_营销中心_云城研究院,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946601,投资管理部,万物云城,万物云城,万物云_万物云城_投资经营中心_投资管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946602,品牌营销部,万物云城,万物云城,万物云_万物云城_营销中心_品牌营销部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946603,营销管理部50946603,万物云城,万物云城,万物云_万物云城_营销中心_营销管理部50946603,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946783,市场拓展,万物云城,万物云城,万物云_万物云城_华东专项工作组_市场拓展,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946784,资产运营,万物云城,万物云城,万物云_万物云城_华东专项工作组_资产运营,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50946802,未来社区运营,万物云城,万物云城,万物云_万物云城_华东专项工作组_未来社区运营,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954416,珠海万物云,万物云城,万物云城,万物云_万物云城_万物云城本部_珠海万物云,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954418,财务及运营管理部,万物云城,万物云城,万物云_万物云城_万物云城本部_财务及运营管理部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954419,人力资源与行政服务部,万物云城,万物云城,万物云_万物云城_万物云城本部_人力资源与行政服务部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954431,投资经营中心,万物云城,万物云城,万物云_万物云城_万物云城本部_投资经营中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954432,营销中心,万物云城,万物云城,万物云_万物云城_万物云城本部_营销中心,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954536,Q南昌地铁大厦,万物云城,万物云城,万物云_万物云城_南昌TOD筹备组_Q南昌地铁大厦,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954552,Q南昌市建设大厦,万物云城,万物云城,万物云_万物云城_南昌TOD筹备组_Q南昌市建设大厦,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954670,流程与质量管理组,万物云城,万物云城,万物云_万物云城_业务管理部_流程与质量管理组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954671,供应链服务组,万物云城,万物云城,万物云_万物云城_业务管理部_供应链服务组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954672,参谋部,万物云城,万物云城,万物云_万物云城_投资经营中心_参谋部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954673,商务合作部,万物云城,万物云城,万物云_万物云城_营销中心_商务合作部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50954674,科技市场部,万物云城,万物云城,万物云_万物云城_营销中心_科技市场部,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50961242,投资拓展与市场组,万物云城,万物云城,万物云_万物云城_理想之地PMO_投资拓展与市场组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
50961243,业务支持组,万物云城,万物云城,万物云_万物云城_理想之地PMO_业务支持组,业务单元本部,4,二级授权,process_level_category:业务单元本部_and_physical_level:lte_4,三级授权
